Issue key,Issue id,Parent id,Epic Name,Epic Link,Labels,Labels,Issue Type,Priority,Summary,Acceptance Criteria,Story Points,Assignee,Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Due Date,Created,Updated,Resolved
EFDDH-175,7264612,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: Push regDh details onto service catalog using existing py utilities,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",1,manyerel,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,18/03/2024,24/04/2024,24/04/2024
EFDDH-174,7253695,,,EFDDH-9,,,Story,High,Platform:CICD: BQ Dataset tables,,1,kuberr,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,14/03/2024,05/04/2024,05/04/2024
EFDDH-173,7253685,,,EFDDH-8,PlatformFDH,,Story,High,Platform:Build: Enhancement for Codegen for additional requirements ,"Documentation for Generate code (DBT Codegen)  must have all steps like how to use to generate code

 

Engineer must be able to use the functionality of dbtctl without any issue ",3,mahajaa4,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,,14/03/2024,20/03/2024,20/03/2024
EFDDH-172,7229259,,,EFADCT-26,,,Xray Test,Low,TC059_Day 2-Retirement Scenario,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-171,7229258,,,EFADCT-26,,,Xray Test,Low,TC058_Retirement Scenario,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-170,7229257,,,EFADCT-26,,,Xray Test,Low,TC057_To validate source to target column for REGR_FTC_AH_VALIDATION,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-169,7229256,,,EFADCT-26,,,Xray Test,Low,TC056_To validate TAX_EFFECTIVE_DT  in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR               (TAX_REC.TAX_EFFECTIVE_DATE_CRT < TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-168,7229255,,,EFADCT-26,,,Xray Test,Low,TC055_To validate TAX_EFFECTIVE_DT in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR               (TAX_REC.TAX_EFFECTIVE_DATE_CRT >= TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-167,7229254,,,EFADCT-26,,,Xray Test,Low,TC054_To validate TAX_SRC in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR               (TAX_REC.TAX_EFFECTIVE_DATE_CRT < TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-166,7229253,,,EFADCT-26,,,Xray Test,Low,TC053_To validate TAX_SRC in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR               (TAX_REC.TAX_EFFECTIVE_DATE_CRT >= TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-165,7229252,,,EFADCT-26,,,Xray Test,Low,TC052_To validate TAX_CNTRY_SRC in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY whenWHEN TAX_REC.TAX_SRC_RPT IS  NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-164,7229251,,,EFADCT-26,,,Xray Test,Low,TC051_To validate TAX_CNTRY_SRC in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY whenTAX_REC.TAX_SRC_RPT IS NULL AND CUST.US_INDICIA_FLAG='Y,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-163,7229249,,,EFADCT-26,,,Xray Test,Low,TC050_To validate TAX_CNTRY_SRC in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when TAX_REC.TAX_SRC_RPT IS NULL AND CS_SD.CLASS_STATUS_SRC IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-162,7229248,,,EFADCT-26,,,Xray Test,Low,TC049_To validate ACCT_POOL_FLAG column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when FINACCT.ANZRPT_POOL_REPORT_TYPE IS NOT NULL IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-161,7229247,,,EFADCT-26,,,Xray Test,Low,TC048_To validate ACCT_POOL_FLAG column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-160,7229246,,,EFADCT-26,,,Xray Test,Low,TC047_To validate ACCT_POOL_FLAG column in TMP_REGR_FTC_AH_VALIDATION_LDRDY WHENFINACCT.ANZRPT_ACCOUNT_REPORT_TYPE IS NOT NULL AND FINACCT.ANZRPT_POOL_REPORT_TYPE IS NOT NULL AND CP_REC.TOTAL_USCP_CNT <= 0AND (FINACCT.FTC_REGIME NOT LIKE 'IGA1%'    ...,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-159,7229245,,,EFADCT-26,,,Xray Test,Low,TC046_To validate ACCT_POOL_FLAG column in TMP_REGR_FTC_AH_VALIDATION_LDRDY WHENFINACCT.ANZRPT_ACCOUNT_REPORT_TYPE IS NOT NULL AND FINACCT.ANZRPT_POOL_REPORT_TYPE IS NOT NULL AND CP_REC.TOTAL_USCP_CNT > 0AND (FINACCT.FTC_REGIME NOT LIKE 'IGA1%'     ...,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-158,7229244,,,EFADCT-26,,,Xray Test,Low,TC045_To validate ACCT_POOL_FLAG column in TMP_REGR_FTC_AH_VALIDATION_LDRDY WHENFINACCT.ANZRPT_ACCOUNT_REPORT_TYPE IS NOT NULL AND FINACCT.ANZRPT_POOL_REPORT_TYPE IS NOT NULL AND CP_REC.TOTAL_USCP_CNT > 0AND (FINACCT.FTC_REGIME NOT LIKE 'IGA1%'     ...,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-157,7229243,,,EFADCT-26,,,Xray Test,Low,"TC044_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY WHEN NVL(FINACCT.ANZRPT_US_CONTROLLING_FLAG,'X') = 'Y'",,,,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-156,7229242,,,EFADCT-26,,,Xray Test,Low,"TC043_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDYWHEN FINACCT.FTC_REGIME in ('IGA1AU','IGA1APEA') AND NVL(CP_REC.TOTAL_USCP_CNT,0) = 0 OR NVL(CP_REC.TOTAL_CP_CNT,0) >=0 AND FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE NOT LIKE '%|%'",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-155,7229241,,,EFADCT-26,,,Xray Test,Low,"TC042_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDYWHEN FINACCT.FTC_REGIME in ('IGA1AU','IGA1APEA') AND NVL(CP_REC.TOTAL_USCP_CNT,0) = 0 OR NVL(CP_REC.TOTAL_CP_CNT,0) >=0 AND FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE LIKE '%|%'",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-154,7229240,,,EFADCT-26,,,Xray Test,Low,"TC041_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDYWHEN FINACCT.FTC_REGIME in ('IGA1AU','IGA1APEA') AND NVL(CP_REC.TOTAL_USCP_CNT,0) = 0 OR NVL(CP_REC.TOTAL_CP_CNT,0) >=0 AND FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE LIKE '%|%'",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-153,7229239,,,EFADCT-26,,,Xray Test,Low,TC040_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY FINACCT.FTC_REGIME = 'IGA1NZ' AND FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE NOT LIKE '%|%',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-152,7229238,,,EFADCT-26,,,Xray Test,Low,TC039_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY FINACCT.FTC_REGIME = 'IGA1NZ' AND FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE LIKE '%|%',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-151,7229237,,,EFADCT-26,,,Xray Test,Low,TC038_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when FINACCT.FATCA_REGIME ='IGA1NZ' and FINACCT.ANZRPT_VAL_REPORT_TYPE LIKE '%|%'  and FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE LIKE '%|%',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-150,7229236,,,EFADCT-26,,,Xray Test,Low,"TC037_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY WHEN NVL(FINACCT.ANZRPT_US_CONTROLLING_FLAG,'X') <> 'Y' and FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE NOT LIKE '%|%'",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-149,7229235,,,EFADCT-26,,,Xray Test,Low,"TC036_To validate ACCOUNT_REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY WHEN NVL(FINACCT.ANZRPT_US_CONTROLLING_FLAG,'X') <> 'Y' and FINACCT.ANZRPT_ACCOUNT_REPORT_TYPE LIKE '%|%'",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-148,7229233,,,EFADCT-26,,,Xray Test,Low,"TC035_To validate REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when CP_REC.TOTAL_COMPLIANT_CNT= 0 and FINACCT.ANZRPT_VAL_REPORT_TYPE NOT LIKE '%|%'  and TRIM(SUBSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,INSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,'|')+1)) ...",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-147,7229232,,,EFADCT-26,,,Xray Test,Low,"TC034_To validate REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when CP_REC.TOTAL_COMPLIANT_CNT= 0 and FINACCT.ANZRPT_VAL_REPORT_TYPE LIKE '%|%'  and TRIM(SUBSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,INSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,'|')+1)) IS N...",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-146,7229231,,,EFADCT-26,,,Xray Test,Low,"TC033_To validate REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when CP_REC.TOTAL_COMPLIANT_CNT= 0 and FINACCT.ANZRPT_VAL_REPORT_TYPE LIKE '%|%'  and TRIM(SUBSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,INSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,'|')+1)) IS NULL",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-145,7229230,,,EFADCT-26,,,Xray Test,Low,"TC032_To validate REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when CP_REC.TOTAL_COMPLIANT_CNT <> 0 and FINACCT.ANZRPT_VAL_REPORT_TYPE NOT LIKE '%|%'  and TRIM(SUBSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,1,INSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,'|')-...",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-144,7229229,,,EFADCT-26,,,Xray Test,Low,"TC031_To validate REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when CP_REC.TOTAL_COMPLIANT_CNT <> 0 and FINACCT.ANZRPT_VAL_REPORT_TYPE LIKE '%|%'  and TRIM(SUBSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,1,INSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,'|')-1)) ...",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-143,7229228,,,EFADCT-26,,,Xray Test,Low,"TC030_To validate REPORT_TYPE column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when CP_REC.TOTAL_COMPLIANT_CNT <> 0 and FINACCT.ANZRPT_VAL_REPORT_TYPE LIKE '%|%'  and TRIM(SUBSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,1,INSTR(FINACCT.ANZRPT_VAL_REPORT_TYPE,'|')-1)) ...",,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-142,7229227,,,EFADCT-26,,,Xray Test,Low,TC029_To validate INTEREST_AMOUNT_ANZFI column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when INC.INTEREST_AMOUNT_ANZFI > 0,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-141,7229226,,,EFADCT-26,,,Xray Test,Low,TC028_To validate INTEREST_AMOUNT_ANZFI column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when INC.INTEREST_AMOUNT_ANZFI < 0,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-140,7229225,,,EFADCT-26,,,Xray Test,Low,TC027_To validate INTEREST_AMOUNT_USD column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when INC.INTEREST_AMOUNT_USD > 0,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-139,7229224,,,EFADCT-26,,,Xray Test,Low,TC026_To validate INTEREST_AMOUNT_USD column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when INC.INTEREST_AMOUNT_USD < 0,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-138,7229223,,,EFADCT-26,,,Xray Test,Low,TC025_To validate INTEREST_AMOUNT_RPT column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when INC.INTEREST_AMOUNT_RPT > 0,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-137,7229222,,,EFADCT-26,,,Xray Test,Low,TC024_To validate INTEREST_AMOUNT_RPT column in TMP_REGR_FTC_AH_VALIDATION_LDRDY when INC.INTEREST_AMOUNT_RPT < 0,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-136,7229220,,,EFADCT-26,,,Xray Test,Low,TC023_To validate ADDRESS_COUNTRY column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST_ADDR.ADDRESS_COUNTRY IS NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-135,7229219,,,EFADCT-26,,,Xray Test,Low,TC022_To validate ADDRESS_COUNTRY column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST_ADDR.ADDRESS_COUNTRY IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-134,7229218,,,EFADCT-26,,,Xray Test,Low,TC021_To validate CNTCT_ADDRESS column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST_ADDR.CNTCT_ADDRESS IS NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-133,7229217,,,EFADCT-26,,,Xray Test,Low,TC020_To validate CNTCT_ADDRESS column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST_ADDR.CNTCT_ADDRESS IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-132,7229216,,,EFADCT-26,,,Xray Test,Low,TC019_To validate REASON_NO_TIN in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY whenTAX_REC.REASON_FOR_NO_TIN_RPT is not null and TAX_REC.TAX_EFFECTIVE_DATE_CRT < TAX_REC.TAX_EFFECTIVE_DATE_RPT,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-131,7229215,,,EFADCT-26,,,Xray Test,Low,TC018_To validate REASON_NO_TIN in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY whenTAX_REC.REASON_FOR_NO_TIN_CRT is not null and TAX_REC.TAX_EFFECTIVE_DATE_CRT >= TAX_REC.TAX_EFFECTIVE_DATE_RPT,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-130,7229214,,,EFADCT-26,,,Xray Test,Low,TC017_To validate REASON_NO_TIN in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY whenTAX_REC.TAX_NUMBER_CRT is null and   CASE WHEN TAX_REC.REASON_FOR_NO_TIN_CRT is not null and TAX_REC.TAX_EFFECTIVE_DATE_CRT >= TAX_REC.TAX_EFFECTIVE_DATE_RPT,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-129,7229213,,,EFADCT-26,,,Xray Test,Low,TC016_To validate REASON_NO_TIN in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY whenTAX_REC.TAX_NUMBER_CRT is not null and TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL and TAX_REC.TAX_EFFECTIVE_DATE_RPT is null,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-128,7229212,,,EFADCT-26,,,Xray Test,Low,TC015_To validate TAX_NUMBER in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR (TAX_REC.TAX_EFFECTIVE_DATE_CRT < TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-127,7229211,,,EFADCT-26,,,Xray Test,Low,TC014_To validate TAX_NUMBER in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR (TAX_REC.TAX_EFFECTIVE_DATE_CRT >= TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-126,7229210,,,EFADCT-26,,,Xray Test,Low,TC013_To validate TAX_NUMBER in TMP_REGR_FTC_TAX_AH_VALIDATION _LDRDY when  (TAX_REC.TAX_EFFECTIVE_DATE_CRT IS NOT NULL AND TAX_REC.TAX_EFFECTIVE_DATE_RPT IS NULL) OR (TAX_REC.TAX_EFFECTIVE_DATE_CRT >= TAX_REC.TAX_EFFECTIVE_DATE_RPT),,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-125,7229209,,,EFADCT-26,,,Xray Test,Low,TC012_To validate LST_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.LST_NM NOT NULL  and CUST.PTY_TY_CD='ORGANIZATION',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-124,7229208,,,EFADCT-26,,,Xray Test,Low,TC011_To validate LST_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.LST_NM NOT NULL  and CUST.PTY_TY_CD='INDIVIDUAL',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-123,7229206,,,EFADCT-26,,,Xray Test,Low,TC010_To validate LST_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.LST_NM IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-122,7229205,,,EFADCT-26,,,Xray Test,Low,TC009_To validate FRST_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.FRST_NM NOT NULL  and CUST.PTY_TY_CD='ORGANIZATION',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-121,7229204,,,EFADCT-26,,,Xray Test,Low,TC008_To validate FRST_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.FRST_NM NOT NULL  and CUST.PTY_TY_CD='INDIVIDUAL',,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-120,7229203,,,EFADCT-26,,,Xray Test,Low,TC007_To validate FRST_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.FRST_NM IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-119,7229202,,,EFADCT-26,,,Xray Test,Low,TC006_To validate FULL_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.FULL_NM  IS NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-118,7229201,,,EFADCT-26,,,Xray Test,Low,TC005_To validate FULL_NM column from TMP_REGR_FTC_AH_VALIDATION_LDRDY when CUST.FULL_NM  IS NOT NULL,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-117,7229200,,,EFADCT-26,,,Xray Test,Low,TC004_To validate source to target column for TMP_REGR_FTC_AH_VALIDATION_LDRDY,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-116,7229199,,,EFADCT-26,,,Xray Test,Low,TC003_DDL validation for REGR_FTC_AH_VALIDATION,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-115,7229198,,,EFADCT-26,,,Xray Test,Low,TC002_DDL validation for TMP_REGR_FTC_AH_VALIDATION_LDRDY,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-114,7229196,,,EFADCT-26,,,Xray Test,Low,TC001_Validate the control-m job,,,powarn,Done,,,,,,,,,,,,,,,,,,,,07/03/2024,15/03/2024,07/03/2024
EFDDH-113,7228463,7167762,,,,,Sub Task,Low,Misc: Prepare DGCP views list for identified tables/files from RSDS,,,jillelam,Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,07/03/2024,12/03/2024,12/03/2024
EFDDH-112,7228104,,,EFDDH-29,PlatformFDH,,Story,High,Framework:: TD to BigQUery framework ( till XFM) out put conversion analysis to find out the list and assess the magnitude,List of changes required to be done in framework and high level estimation for each.,5,dabkea,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,07/03/2024,03/04/2024,03/04/2024
EFDDH-111,7228095,,,EFDDH-6,,,Story,Low,Misc: Onboarding and setup for Leeroy,"As an Engineer ,there must be clear documentation for use case  : Bi-Directional File Transfer ANZ GCP Project - SAAS application (External) must be produced and What to do for start of implementation

 ",1,manyerel,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,,07/03/2024,18/03/2024,18/03/2024
EFDDH-110,7228093,,,EFDDH-6,,,Story,Low,Misc: Onboarding and setup for Hunter,"As an Engineer ,there must be clear documentation for use case  : Bi-Directional File Transfer ANZ GCP Project - SAAS application (External) must be produced and What to do for start of implementation

 ",1,chenc33,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,,07/03/2024,08/08/2024,18/03/2024
EFDDH-109,7221941,,,EFDDH-9,,,Story,High,Misc: DBT local setup on windows with documentation ,,3,jillelam,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,,06/03/2024,20/03/2024,20/03/2024
EFDDH-108,7221324,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: More services in infra repo of GCP services ,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",8,jillelam,Closed,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,,06/03/2024,17/04/2024,17/04/2024
EFDDH-107,7221322,,,EFDDH-7,PlatformFDH,,Story,Low,Platform: RBAC: Collating all AD groups - ownership and management & audit of AD groups ,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",2,manyerel,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,06/03/2024,02/04/2024,02/04/2024
